address,area,price
融江路-新城小区,道里,1700
顾乡-海富绣园,道里,1100
群力-星光耀广场(商住楼),道里,1950
群力-安升小区,道里,2400
新阳路,道里,2000
丽江路-哈西民主家园,道里,900
红霞街-红霞街小区,道里,600
群力-理想0451,道里,2000
恒祥城-恒祥城,道里,3500
群力-上和园著,道里,2100
群力-中海寰宇天下,道里,1500
中央大街-马迭尔大厦,道里,400
工农大街-溪岸艺墅(公寓住宅),道里,4000
顾乡-恒大悦府,道里,2000
群力-海富锦园,道里,3300
新阳路-抚顺街小区,道里,900
安国街-安定街50号小区,道里,1200
融江路-民生尚都怡园,道里,1700
河松-河柏小区,道里,1600
群力-海富绣园,道里,1950
中央大街-经纬360,道里,1100
新阳路-安升小区,道里,2000
大发-新大发国际住宅(A区),道里,2500
群力-恒盛豪庭,道里,2300
新阳路-光华小区,道里,1050
群力-美晨家园,道里,2200
融江路-熙郡印象馨园(西区),道里,2000
群力-盛和天下,道里,2600
融江路-恒大雅苑(二期),道里,2000
透笼-东方明珠公寓,道里,230
中央大街-曼哈顿公寓,道里,2500
群力-恒祥空间,道里,2500
丽江路-哈西民主家园,道里,1100
群力-美晨家园,道里,1800
建国街-安和街小区,道里,1500
新阳路-安升小区,道里,400
顾乡-都市秀景,道里,1350
群力-理想0451,道里,1200
中央大街-友谊路73号小区,道里,700
群力-保利城,道里,2500
群力-保利城,道里,2500
公路大桥-河清街4号小区,道里,1300
中央大街-经纬六道街23号小区,道里,1000
群力-中海寰宇天下(商住楼),道里,2000
尚志大街-尚志大街综合楼,道里,800
融江路-熙郡印象馨园(东区),道里,2500
建国公园-河江小区,道里,1200
新阳路-欧洲新城,道里,500
群力-报达文化嘉园,道里,2000
新阳路-欧洲新城,道里,500
群力-保利城,道里,1900
抚顺-地德里小区,道里,2300
群力-群力家园(C区),道里,800
群力-城安小区,道里,1200
群力-乡政街179号小区,道里,1300
新阳路-光华小区,道里,1500
融江路-宜居家园(一期),道里,1400
新阳路-安和小区,道里,1000
群力-恒盛豪庭,道里,7000
爱建-中兴家园,道里,1600
群力-银泰城,道里,2800
公路大桥-河润街小区,道里,1100
群力-恒祥空间,道里,900
群力-中海紫御观邸,道里,2800
尚志大街-霁红小区,道里,2000
顾乡-达江小区,道里,850
安国街-安松小区,道里,950
新阳路-紫金城,道里,650
工农大街-阳光印象,道里,2000
新阳路-爱丁堡,道里,1550
群力-美晨家园,道里,2100
新阳路-峰尚福成小区,道里,2800
群力-宝石花园,道里,950
经纬街-经纬十道街56号小区,道里,1450
群力-群力新城省公务员小区,道里,800
安国街-安松小区,道里,950
丽江路-哈西民主家园,道里,700
工农大街-阳光印象,道里,2000
经纬街-工程小区,道里,1350
群力-美晨家园,道里,2100
群力-理想0451,道里,750
群力-宝石花园,道里,950
顾乡-电炉小区,道里,1400
群力-群力新城省公务员小区,道里,800
大发-民众小区,道里,1000
恒祥城-恒祥城,道里,2100
顾乡-恒大悦府,道里,700
融江路-民生尚都和园,道里,1600
融江路-民生尚都福园,道里,1600
群力-美晨家园,道里,800
河松-河松小区,道里,1500
新阳路-安发街70号小区,道里,1200
红霞街-红霞街小区,道里,600
群力-天昊百年俪景,道里,750
顾乡-新华小区,道里,1200
河松-锦江绿色家园,道里,650
爱建-东风街124号小区,道里,1400
乡政街-清河湾小区(D区),道里,1800
公路大桥-河梁小区,道里,900
融江路-恒大雅苑(二期),道里,1500
顾乡-顾乡大街142号小区,道里,220
中央大街-红专小区,道里,1800
丽江路-哈西民主家园,道里,1700
群力-中海寰宇天下,道里,2500
群力-宏润翠湖天地翠园,道里,3200
新阳路-经纬二道街44号小区,道里,1200
大发-民众小区,道里,650
群力-中海寰宇天下(商住楼),道里,800
爱建-尚志胡同25号小区,道里,220
公路大桥-河鼓小区,道里,1100
融江路-恒大雅苑(二期),道里,1500
经纬街-经纬校小区,道里,1100
中央大街-红专小区,道里,1800
群力-群力远大商务公寓,道里,3000
群力-中海寰宇天下,道里,2500
抚顺-地德里小区,道里,700
新阳路-经纬二道街44号小区,道里,1200
顾乡-溪畔嘉园小区,道里,1800
群力-中海寰宇天下(商住楼),道里,800
买卖街-买卖街85号小区,道里,200
公路大桥-河鼓小区,道里,1100
河松-河柏小区,道里,800
建国街-建国街小区,道里,1000
中央大街-中医街小区,道里,1300
顾乡-郁金台,道里,2000
乡政街-清河湾小区(A区),道里,700
群力-群力新城省公务员小区,道里,700
丽江路-绿地中央广场,道里,2000
大安街-大安小区,道里,900
安国街-安宁街小区,道里,1600
新阳路-安升小区,道里,400
新阳路-安固街小区,道里,650
公路大桥-河鼓小区,道里,800
建国街-通达馨园小区,道里,1800
群力-群力新城省公务员小区,道里,850
河松-河柏小区,道里,799
城乡路-塞纳阳光,道里,1600
新阳路-民安小区(道里),道里,1500
群力-群力远大商务公寓,道里,2500
融江路-宜居家园(一期),道里,1400
群力-群力家园(A区),道里,1600
丽江路-哈西民主家园,道里,1600
融江路-民生尚都瑞园,道里,1150
顾乡-康安小区,道里,1350
群力-群力新苑(东区),道里,2100
大安街-大安小区,道里,900
爱建-霞曼街93号小区,道里,800
新阳路-安升小区,道里,400
群力-桐楠格领誉,道里,1500
公路大桥-河鼓小区,道里,800
群力-迎宾小区(道里二区),道里,800
群力-群力新城省公务员小区,道里,850
中央大街-新华广场,道里,1500
城乡路-塞纳阳光,道里,1600
哈药路-正阳小区西九街区,道里,1700
群力-群力远大商务公寓,道里,2500
安国街-正义街小区,道里,1500
群力-群力家园(A区),道里,1600
爱建-中兴家园,道里,2200
融江路-民生尚都瑞园,道里,1150
顾乡-郁金台,道里,850
群力-群力新苑(东区),道里,2100
群力-上和园著,道里,2100
群力-美晨家园,道里,750
融江路-民生尚都瑞园,道里,1500
群力-保利城,道里,2800
大发-海富康城(西区),道里,2400
融江路-恒大帝景,道里,2500
抚顺-恒兴花园,道里,1900
建国公园-光华小区,道里,1600
新阳路-恒祥城,道里,1400
恒祥城-安和小区,道里,2000
新阳路-红霞街小区,道里,1500
红霞街-地德里小区,道里,800
抚顺-群力家园(D区),道里,750
群力-正阳小区,道里,1800
公路大桥-公园一品,道里,1500
中央大街-工程街21号小区,道里,700
中央大街-欧洲新城,道里,1600
新阳路,道里,2800
新阳路-欧洲新城,道里,2800
建国公园-正阳花园,道里,850
中央大街-田地街96号院,道里,400
新阳路-安心街24号小区,道里,800
建国公园-正阳花园,道里,2200
工农大街-恒大国际中心,道里,3000
经纬街-经纬街小区,道里,1300
经纬街-工程街120号小区,道里,1000
丽江路-西雅图水岸,道里,2400
顾乡-康安小区,道里,750
建国街-建河小区,道里,1200
群力-中海寰宇天下,道里,2500
群力-漫步巴黎,道里,2500
群力-丽水丁香园,道里,1700
爱建-上实盛世江南,道里,6000
前进路-前进路小区,道里,1600
群力-玫瑰湾二期珑岸,道里,700
群力-中海寰宇天下,道里,2500
红霞街-红霞街小区,道里,900
新阳路-欧洲新城,道里,1800
中央大街-中医街小区,道里,1000
新阳路-民安小区(道里),道里,1200
群力-宏润翠湖天地翠园,道里,1300
大发-恒大帝景,道里,3000
融江路-欧洲新城,道里,700
新阳路-建国街小区,道里,2000
建国街-群力家园(E区),道里,1300
群力-天然家园,道里,700
群力-绿地中央广场,道里,600
丽江路-北安小区,道里,1800
安国街-西十五道街小区,道里,600
中央大街-民生尚都祥园,道里,500
融江路-安良社区,道里,1050
新阳路-河政花园住宅小区,道里,500
建国公园,道里,2500
融江路-恒大帝景,道里,700
恒祥城-恒祥城(二期),道里,2700
建国街-建国街小区,道里,1300
群力-星光耀广场(商住楼),道里,2200
群力-天然家园,道里,600
新阳路-共乐小区,道里,950
安国街-北安小区,道里,600
建国街-建河小区,道里,800
融江路-民生尚都祥园,道里,1050
群力-上和园著,道里,4000
建国公园-河政花园住宅小区,道里,2500
安国街-安松小区,道里,1600
新阳路-新阳胡同小区,道里,1300
工农大街-远大都市明珠(南区),道里,1950
建国公园-钢铁小区,道里,1400
融江路-民生尚都怡园,道里,900
顾乡-新华小区,道里,1500
新阳路-欧洲新城,道里,1700
群力-群力家园(K区),道里,2000
工农大街-恒大国际中心,道里,2500
新阳路-安定街84号小区,道里,700
尚志大街-尚志大街综合楼,道里,200
建国街-建河小区,道里,1250
抚顺-地德里小区,道里,1000
群力-群力新城省公务员小区,道里,3500
恒祥城-恒祥城,道里,3400
恒祥城-恒祥城(二期),道里,2500
爱建-河曲街2号小区,道里,250
群力-群力远大商务公寓,道里,5600
新阳路-共乐小区,道里,800
通江-通江街小区,道里,1700
公路大桥-大业小区,道里,1400
融江路-民生尚都福园,道里,1300
新阳路-抚顺街小区,道里,750
群力-群力新苑(东区),道里,750
群力-群力新城省公务员小区,道里,3500
融江路-民生尚都和园,道里,700
恒祥城-恒祥城(二期),道里,2500
群力-泰和盛世,道里,900
群力-群力远大商务公寓,道里,5600
新阳路-共乐小区,道里,2000
通江-通江街小区,道里,1700
新阳路-欧洲新城,道里,600
融江路-民生尚都福园,道里,1300
中央大街-中医街小区,道里,850
群力-群力新苑(东区),道里,750
爱建-新湖明珠小区,道里,5600
群力-群力观江国际,道里,4500
新阳路-安固街小区,道里,1150
红霞街-红霞街小区,道里,1500
新阳路-紫金城,道里,3500
群力-群力远大商务公寓,道里,4000
工农大街-恒大国际中心,道里,2000
群力-星光耀(二期),道里,3500
工农大街-恒大国际中心,道里,3000
新阳路-爱丁堡,道里,1400
恒祥城-恒祥城(二期),道里,2600
中央大街-红专小区,道里,1200
丽江路-哈西民主家园,道里,700
友谊路-友谊物业小区,道里,1300
融江路-民生尚都祥园,道里,1500
经纬街-工程街120号小区,道里,1100
爱建-安顺街32号小区,道里,1200
安阳街-海富康城(东区),道里,2000
群力-桐楠格领誉,道里,550
爱建-爱建非常男女公寓,道里,3500
爱建-上实盛世江南,道里,7500
中央大街-安良街7号小区,道里,1350
顾乡-康安小区,道里,900
群力-桐楠格领誉,道里,1500
中央大街-安良街7号小区,道里,1350
中央大街-99号公馆,道里,3000
群力-桐楠格领誉,道里,1500
融江路-熙郡印象馨园(西区),道里,600
融江路-宜居家园(一期),道里,2000
群力-群力新苑(东区),道里,1000
安国街-四安小区,道里,1250
工农大街-阳光印象,道里,2300
群力-群力家园(E区),道里,2200
工农大街-润园翡翠城,道里,2100
中央大街-太阳居,道里,6700
河松-河松小区,道里,1360
群力-中兴城,道里,1500
中央大街-经纬360,道里,750
恒祥城-恒祥城,道里,1700
新阳路-爱丁堡,道里,1800
中央大街-麦凯乐国际公寓,道里,2300
群力-康泰嘉园,道里,1900
公路大桥-河鼓小区,道里,1000
融江路-宜居家园(B区),道里,1000
群力-恒祥空间,道里,2000
群力-桐楠格领誉,道里,800
爱建-上实盛世江南,道里,9998
河松-河松小区,道里,1260
中央大街-安康小区,道里,650
新阳路-欧洲新城,道里,500
群力-上和园著,道里,2300
哈药路-建国北六道街小区,道里,450
群力-汇锦香槟湾,道里,3500
新阳路-欧洲新城,道里,600
融江路-宜居家园(一期),道里,650
顾乡-祥泰人家,道里,1800
群力-群力家园(E区),道里,2200
群力-保利城,道里,2000
公路大桥-河梁小区,道里,1400
顾乡-达江小区,道里,1700
透笼-东方明珠公寓,道里,200
群力-玫瑰湾(东区),道里,3200
顾乡-康安小区,道里,6000
群力-盛和世纪,道里,7800
安国街-四安小区,道里,1000
群力-宝石花园,道里,750
新阳路-民安小区(道里),道里,800
群力-漫步巴黎,道里,3200
新阳路-安升小区,道里,900
群力-中海紫御观邸,道里,2700
公路大桥-河润街小区,道里,1350
爱建-观江国际,道里,10000
融江路-君康大厦,道里,2600
群力-群力观江国际,道里,5300
顾乡-清河湾福园,道里,2100
大发-海富康城(西区),道里,1500
群力-恒盛皇家花园,道里,4200
河松-河松小区,道里,1300
工农大街-恒大国际中心,道里,2500
新阳路-经纬二道街44号小区,道里,700
买卖街-买卖街85号小区,道里,450
群力-中海寰宇天下,道里,2300
爱建-爱建非常男女公寓,道里,1500
顾乡-都市秀景,道里,1600
公路大桥-河润街小区,道里,1200
群力-海富绣园,道里,1600
新阳路-民安小区(道里),道里,1400
群力-群力远大商务公寓,道里,2700
工农大街-恒大国际中心,道里,1999
群力-阳光颐养花园,道里,1500
新阳路-民安小区(道里),道里,800
群力-群力远大商务公寓,道里,29167
工农大街-润园翡翠城,道里,1800
工农大街-群力财富中心,道里,11000
群力-海富绣园,道里,1600
群力-玫瑰湾二期珑岸,道里,2400
群力-群力远大商务公寓,道里,2700
建国公园-建国城市花园小区,道里,1300
群力-阳光颐养花园,道里,1500
顾乡-祥泰人家,道里,1900
群力-群力远大商务公寓,道里,29167
融江路-恒大帝景,道里,3000
工农大街-群力财富中心,道里,11000
乡政街-清河湾小区(A区),道里,1500
群力-群力家园(D区),道里,1900
新阳路-通顺小区,道里,7000
群力-海富禧园,道里,2200
工农大街-恒大国际中心,道里,2100
中央大街-麦凯乐国际公寓,道里,400
工部街-爱琴花园,道里,900
爱建-恒大雅苑(二期),道里,2200
融江路-恒大雅苑(二期),道里,1500
融江路-新华广场,道里,1600
中央大街-群力家园(D区),道里,220
群力-新湖明珠小区,道里,2600
爱建-群力远大商务公寓,道里,2200
群力-美晨家园,道里,4600
群力-大安小区,道里,1900
大安街-恒盛皇家花园,道里,700
群力-西雅图水岸,道里,2000
丽江路-建国街小区,道里,2700
建国街-中兴家园,道里,1350
爱建-松滨里小区,道里,2200
建国公园-恒盛皇家花园,道里,700
群力-霁虹街99号小区,道里,800
中央大街-中兴城,道里,1100
群力-经纬街小区,道里,1500
经纬街-上和园著,道里,1200
群力,道里,5000
融江路-民生尚都和园,道里,800
爱建-尚志胡同25号小区,道里,220
新阳路-安固街小区,道里,1500
买卖街-买卖街85号小区,道里,450
群力-康泰嘉园,道里,1800
中央大街-公园街小区,道里,700
群力-群力家园(C区),道里,1800
群力-群力家园(C区),道里,2300
融江路-宜居家园(一期),道里,750
顾乡-新城小区,道里,1000
群力-群力家园(C区),道里,1599
顾乡-康安小区,道里,850
群力-群力观江国际,道里,4500
工农大街-恒大国际中心,道里,2500
融江路-熙郡印象馨园(西区),道里,1500
群力-漫步巴黎,道里,3700
中央大街-万泰国际,道里,2600
建国公园-松滨里小区,道里,650
群力-金安向日葵,道里,950
群力-宏润翠湖天地,道里,2500
公路大桥-河鼓小区,道里,1000
中央大街-井街小区,道里,200
顾乡-海富康城(C区),道里,1700
群力-康泰嘉园,道里,2500
群力-盛和世纪,道里,7000
新阳路-安固街小区,道里,1500
河松-河柏小区,道里,1400
顾乡-顾乡大街142号小区,道里,350
群力-群力家园(D区),道里,1800
工农大街-天薇丽景园,道里,700
建国街-阳明小区,道里,2000
工农大街-恒大国际中心,道里,2600
安发街-安祥街5号小区,道里,1000
群力-中兴城,道里,1600
融江路-民生尚都瑞园,道里,1500
中央大街-安正小区,道里,1800
安国街-安隆小区,道里,1000
工农大街-阳光印象,道里,2300
新阳路-安心街24号小区,道里,800
群力-星光耀广场,道里,2700
河松-河松小区(三期),道里,2000
群力-星光耀广场(商住楼),道里,2000
群力-康泰嘉园,道里,1100
群力-中海寰宇天下,道里,2000
新阳路-新阳路小区(近哈药路),道里,1200
顾乡-新城小区,道里,1250
爱建-尚志胡同25号小区,道里,220
哈药路-河江街小区,道里,1100
顾乡-鑫都丽水雅居,道里,2600
群力-群力远大商务公寓,道里,11000
抚顺-地德里小区,道里,1150
融江路-恒大雅苑(二期),道里,1499
中央大街-东风街99号院,道里,1050
新阳路-爱丁堡,道里,600
新阳路-欧洲新城,道里,3100
群力-群力家园(C区),道里,800
群力-康泰嘉园,道里,800
群力-美晨家园,道里,1800
顾乡-祥泰人家,道里,700
顾乡-金安绿泽苑,道里,1500
新阳路-安心街36号小区,道里,400
友谊路-友谊物业小区,道里,850
群力-群力家园(E区),道里,300
群力-银泰城,道里,2600
新阳路-建国南头道街94号小区,道里,700
中央大街-友谊路295号小区,道里,1400
群力-群力观江国际,道里,1700
群力-漫步巴黎,道里,700
中央大街-中医街小区,道里,700
中央大街-经纬六道街23号小区,道里,1000
融江路-民生尚都瑞园,道里,1300
工农大街-恒大国际中心,道里,2500
新阳路-共乐小区,道里,1800
群力-康泰嘉园,道里,2000
建国街-建国街小区,道里,1200
群力-三松宜家,道里,2100
群力-星光耀广场,道里,2000
中央大街-麦凯乐国际公寓,道里,26000
工农大街-阳光印象,道里,500
买卖街-买卖街85号小区,道里,1000
融江路-恒大雅苑(二期),道里,1600
融江路-民生尚都和园,道里,1500
融江路-民生尚都祥园,道里,1500
爱建-哈公馆,道里,28000
一面街-一面街小区,道里,2000
群力-星光耀广场(商住楼),道里,2000
顾乡-新天地家园,道里,1500
群力-中兴城,道里,2400
河松-河松小区,道里,3000
群力-银泰城(商住楼),道里,2500
新阳路-经纬二道街44号小区,道里,700
群力-海富锦园,道里,2800
群力-群力家园(G区),道里,2100
群力-中兴城,道里,1500
群力-中兴城,道里,1500
爱建-安顺街103号小区,道里,1600
新阳路-安心街55号小区,道里,1100
大发-海富康城(西区),道里,1000
抚顺-地德里小区,道里,1700
经纬街-经纬街小区,道里,1150
工农大街-润园翡翠城,道里,2000
群力-恒盛豪庭,道里,6000
顾乡-新华小区,道里,600
融江路-民生尚都福园,道里,1500
融江路-熙郡印象馨园(西区),道里,1500
康安路-康安家园,道里,1100
群力-群力家园(E区),道里,2000
融江路-民生尚都福园,道里,1800
顾乡-都市秀景,道里,1500
安国街-北安小区,道里,600
建国公园-共乐西头道街小区,道里,1200
经纬街-经纬校小区,道里,2800
中央大街-北安街130号小区,道里,750
群力-报达文化嘉园,道里,1600
丽江路-汇龙温莎花园,道里,600
新阳路-安信街11号小区,道里,1200
工农大街-恒大国际中心,道里,30000
群力-丽水丁香园,道里,1600
顾乡-康安小区,道里,650
群力-恒盛皇家花园,道里,2000
丽江路-哈西民主家园,道里,1000
安阳街-乡政街149号小区,道里,1500
中央大街-安道小区,道里,600
群力-恒盛豪庭,道里,1800
工农大街-阳光印象,道里,1900
河松-河松小区,道里,1400
爱建-安道街58号小区,道里,1600
丽江路-远大都市明珠(北区),道里,600
爱建-新湖明珠小区,道里,1200
恒祥城-恒祥城,道里,900
群力-漫步巴黎,道里,1200
融江路-民生尚都福园,道里,1500
买卖街-买卖街85号小区,道里,600
中央大街-红专小区,道里,1400
大发-通达街238号小区,道里,2300
建国公园-建化街小区,道里,1500
中央大街-霁虹街99号小区,道里,1200
工农大街-润园翡翠城,道里,1800
丽江路-招商贝肯山(三期),道里,3600
抚顺-地德里小区,道里,1000
群力-康泰嘉园,道里,2300
建国公园-松苍小区,道里,1100
爱建-紫园,道里,6000
群力-天鹅湾,道里,5000
群力-海富御景,道里,1800
哈药路-建国北二道街27号小区,道里,900
融江路-民生尚都和园,道里,1400
中央大街-麦凯乐国际公寓,道里,2900
融江路-民生尚都瑞园,道里,1200
融江路-恒大雅苑(二期),道里,2000
顾乡-观江首府,道里,3200
新阳路-安化北段社区,道里,1400
工农大街-恒大国际中心,道里,2400
建国公园-外滩1898(商住楼),道里,2000
爱建-通江胡同11号小区,道里,2500
建国公园-建国南头道街小区,道里,1700
群力-报达文化嘉园,道里,1750
安阳街-乡社街40号小区,道里,1500
群力-玫瑰湾(东区),道里,5000
建国公园-松滨里小区,道里,750
爱建-紫园,道里,5500
融江路-熙郡印象馨园(东区),道里,500
建国街-建国怡园小区,道里,1200
建国街-南美花园,道里,700
大安街-大安小区,道里,600
新阳路-安固街小区,道里,800
群力-群力远大商务公寓,道里,5000
河松-财智时代,道里,1700
顾乡-恒大悦府,道里,2700
群力-天鹅湾赫郡,道里,750
爱建-上实盛世江南,道里,5000
群力-恒祥空间,道里,2200
爱建-爱建非常男女公寓,道里,1900
建国公园-建国南头道街小区,道里,1200
融江路-民生尚都祥园,道里,1400
顾乡-康安小区,道里,1000
融江路-熙郡印象馨园(西区),道里,1600
群力-群力新城(北区),道里,4000
红霞街-红霞街小区,道里,1600
群力-星光耀广场(商住楼),道里,1700
安国街-安丰街小区,道里,450
中央大街-安正小区,道里,1100
新阳路-凯旋城(道里),道里,3000
经纬街-经纬街小区,道里,1300
新阳路-新阳路小区(近安红街),道里,1500
中央大街-建国北四道街40号小区,道里,1500
哈药路-河江街小区,道里,1100
新阳路-新阳路小区(近哈药路),道里,1800
群力-海富禧园,道里,2600
抚顺-地德里小区,道里,1000
群力-恒盛豪庭,道里,4200
群力-星光耀广场(商住楼),道里,3000
顾乡-新城小区,道里,1000
中央大街-朝阳小区,道里,2000
恒祥城-恒祥城(二期),道里,1000
乡政街-清河湾小区(B区),道里,1500
丽江路-华润置地公馆,道里,2000
恒祥城-恒祥城,道里,400
恒祥城-恒祥城(二期),道里,2400
群力-玫瑰湾(东区),道里,1200
大发-新大发国际住宅(A区),道里,1900
融江路-民生尚都祥园,道里,1500
爱建-爱建非常男女公寓,道里,3500
新阳路-经纬二道街44号小区,道里,750
买卖街-买卖街85号小区,道里,1700
河松-锦江绿色家园,道里,850
群力-报达文化嘉园,道里,2000
群力-群力家园(K区),道里,2400
恒祥城-恒祥城(二期),道里,2500
大安街-大安小区,道里,950
群力-恒祥空间,道里,1600
红霞街-红霞街小区,道里,650
经纬街-工程小区,道里,1500
经纬街-经纬街小区,道里,1400
群力-恒盛皇家花园,道里,3300
抚顺-地德里小区,道里,1800
安国街-安丰街小区,道里,1400
顾乡-新华小区,道里,1000
恒祥城-恒祥城,道里,2000
爱建-紫园,道里,7500
融江路-民生尚都怡园,道里,1350
工农大街-群力新苑(西区),道里,600
群力-漫步巴黎,道里,3200
新阳路-安和小区,道里,1588
群力-中兴城,道里,1400
群力-中海紫御观邸,道里,3000
群力-海富第五大道,道里,2500
中央大街-友谊路9号小区,道里,1000
群力-星光耀广场(商住楼),道里,3500
群力-中兴城,道里,750
爱建-中兴家园,道里,2200
融江路-宜居家园(B区),道里,600
群力-招商贝肯山(二期),道里,750
群力-恒盛皇家花园(商住楼),道里,1700
新阳路-信合大厦,道里,1700
新阳路-新安小区,道里,1200
爱建-爱琴花园,道里,2200
大发-福顺尚景,道里,600
顾乡-鑫都丽水雅居,道里,2000
群力-中海紫御观邸,道里,3100
新阳路-欧洲新城,道里,1300
民安街-民茂社区,道里,1100
融江路-恒大帝景,道里,800
工农大街-恒大国际中心,道里,2500
安国街-正义街小区,道里,1150
丽江路-桐楠格万科公园大道,道里,2200
红霞街-红霞街小区,道里,800
买卖街-买卖街85号小区,道里,700
兆麟街-工厂街小区,道里,550
河松-财智时代,道里,1200
丽江路-西雅图水岸,道里,2500
抚顺-地德里小区,道里,1100
群力-康泰嘉园,道里,950
中央大街-巡船小区(南区),道里,1700
群力-海富锦园,道里,1300
群力-恒盛豪庭,道里,4200
乡政街-清河湾小区(A区),道里,1000
群力-群力新苑(东区),道里,1800
新阳路-光华小区,道里,900
群力-群力新苑(东区),道里,2000
丽江路-哈西民主家园,道里,2000
大安街-大安小区,道里,300
爱建-爱建非常男女公寓,道里,1700
群力-星光耀广场,道里,1900
道里-恒大雅苑,道里,1400
融江路-民生尚都瑞园,道里,1200
融江路-民安小区(道里),道里,2000
新阳路-漫步巴黎,道里,1400
群力-大安小区,道里,2200
大安街-经纬街小区,道里,550
经纬街-理想0451,道里,2000
群力-康安小区,道里,2200
顾乡-三松宜家,道里,700
群力-建化街小区,道里,4000
建国公园-安顺街114号小区,道里,1100
中央大街-恒大雅苑(二期),道里,1200
融江路-保利城,道里,1600
群力-河松小区,道里,2500
河松-群力观江国际,道里,1500
群力,道里,3400
安国街-安国街202号小区,道里,800
群力-上和园著,道里,1850
顾乡-新城小区,道里,1100
工农大街-恒大国际中心,道里,1900
中央大街-经纬六道街23号小区,道里,1700
新阳路-恒祥大厦,道里,6000
群力-群力家园(C区),道里,1900
建国公园-建国南头道街小区,道里,1800
融江路-宜居家园(B区),道里,1400
河松-河源小区,道里,3300
群力-群力远大商务公寓,道里,2700
融江路-民生尚都福园,道里,1300
公路大桥-河梁小区,道里,1200
新阳路-安静街小区,道里,650
中央大街-买卖街93号小区,道里,1000
群力-上和园著,道里,2000
群力-中海紫御观邸,道里,2500
融江路-宜居家园(一期),道里,1650
工农大街-群力新苑(西区),道里,1500
大发-福顺尚景,道里,950
群力-中海紫御观邸,道里,3000
融江路-民生尚都瑞园,道里,1450
新阳路-共乐小区,道里,2500
融江路-恒大雅苑,道里,1500
爱建-爱琴花园,道里,2500
顾乡-鑫都丽水雅居,道里,1800
群力-群力家园(C区),道里,450
群力-群力远大商务公寓,道里,2800
群力-海富御园,道里,1000
群力-上和园著,道里,2000
中央大街-恒祥凯悦,道里,3000
群力-报达文化嘉园,道里,1900
群力-恒盛豪庭,道里,2400
爱建-富力江湾新城,道里,11111
群力-中兴城,道里,1600
群力-美晨家园,道里,1000
融江路-民生尚都祥园,道里,1300
丽江路-西雅图水岸,道里,2200
群力-银泰城,道里,2400
城乡路-迎宾家园(三区),道里,500
爱建-中兴家园,道里,2700
群力-美晨家园,道里,2000
新阳路-安升小区,道里,1300
新阳路-安升小区,道里,1650
哈药路-哈药路小区,道里,400
红霞街-红霞街小区,道里,650
工农大街-润园翡翠城,道里,2300
中央大街-万泰国际,道里,3000
安国街-安宁街小区,道里,700
经纬街-经纬十道街56号小区,道里,600
城乡路-迎宾小区一区,道里,1500
顾乡-清河湾福园,道里,2300
工农大街-阳光印象,道里,2200
乡政街-清河湾小区(D区),道里,3000
兆麟街-工厂街小区,道里,1200
新阳路-恒祥大厦,道里,500
爱建-富力江湾新城,道里,23500
融江路-民生尚都怡园,道里,1800
爱建-中兴家园,道里,1700
河松-河松小区(三期),道里,800
群力-美晨家园,道里,1600
安国街-安国街202号小区,道里,1550
融江路-民生尚都瑞园,道里,1600
新阳路-共乐小区,道里,850
群力-群力观江国际,道里,7000
新阳路-民安小区(道里),道里,2100
工农大街-润园翡翠城,道里,2700
中央大街-买卖街93号小区,道里,1500
群力-上和园著,道里,2000
群力-桐楠格领誉,道里,800
新阳路-民安小区(道里),道里,1400
爱建-紫园,道里,4500
融江路-熙郡印象馨园(西区),道里,1500
友谊路-友谊物业小区,道里,2000
抚顺-地德里小区,道里,1200
红霞街-红霞街小区,道里,1900
乡政街-天合俊景(A区),道里,1700
建国街-建国街小区,道里,1300
丽江路-银泰城(二期),道里,400
兆麟街-工厂街小区,道里,950
安国街-安隆小区,道里,2400
爱建-爱琴花园,道里,1800
安升街-安广小区,道里,1300
乡政街-清河湾小区(A区),道里,1500
群力-群力新城省公务员小区,道里,750
群力-海富御景,道里,2200
工农大街-恒大国际中心,道里,2300
建国街-安和街小区,道里,1500
群力-海富第五大道,道里,3500
公路大桥-河曲街62号小区,道里,1200
群力-海富第五大道,道里,3500
群力-中海寰宇天下,道里,3000
中央大街-东风街41号院,道里,950
群力-桐楠格领誉,道里,1900
大发-海富康城(西区),道里,1000
融江路-民生尚都祥园,道里,1200
群力-新城花园,道里,800
融江路-恒大雅苑,道里,1600
工农大街-恒大国际中心,道里,2350
顾乡-康安小区,道里,1300
安国街-安隆小区,道里,1200
建国街-建国街小区,道里,1300
大发,道里,1600
中央大街-红专小区,道里,600
安升街-安广小区,道里,1100
融江路-民生尚都福园,道里,1300
群力-恒盛皇家花园,道里,1800
群力-桐楠格领誉,道里,1500
顾乡-新城小区,道里,1200
红霞街-红霞街小区,道里,800
顾乡-新大发国际住宅(B区),道里,1500
建国公园-易方国际,道里,1500
工农大街-天薇丽景园,道里,2200
公路大桥-河鼓小区,道里,1660
河松-河松小区(三期),道里,1650
新阳路-紫金城,道里,1800
群力-宝石花园,道里,2700
融江路-民生尚都瑞园,道里,1600
群力-阳光颐养花园,道里,1100
爱建-爱琴花园,道里,3333
恒祥城-恒祥城,道里,3000
群力-外滩首府,道里,1113
融江路-恒大雅苑(二期),道里,750
兆麟街-工厂街小区,道里,1800
新阳路-松拖小区,道里,1100
